外形外观：白色版本很好看\n屏幕音效：屏幕看起来很舒服，外放声音可以，比我10u好\n拍照效果：非常棒\n运行速度：流畅，而且发热也低，换机传数据时也只是温热,5
外形外观：还不错，感觉有点太简洁了。\n屏幕音效：嘎嘎好\n拍照效果：挺好！\n运行速度：很快\n待机时间：挺好\n其他特色：这次处理器是真的嘎嘎好，我一般不评论的。用的太爽了！！几乎一点都不发热，比870发热都低，我边听歌边打游戏直接稳帧！嘎嘎好！推荐买！,5
外形外观：外观还可以，做工感觉挺精致，这个价位很满意了。\n屏幕音效：屏幕效果非常好\n拍照效果：效果比较满意\n运行速度：运行很快，打游戏120满帧非常爽，温度控制的也挺好,0
外形外观：买的纯黑款，外形很漂亮，手机摸起来质感也不错\n屏幕音效：音效不错，支持杜比全景声\n拍照效果：莱卡相机拍的照片很不错\n运行速度：骁龙8+换了工艺，发热好了些，运行速度也快了不少\n待机时间：待机时间一般,5
外形外观：很不错，手感很好\n屏幕音效：支持高刷，音效不错\n拍照效果：挺好的\n运行速度：8+真不错，速度快，不是很烫\n待机时间：20分钟充满，基本可以用一天\n其他特色：客服服务态度很好,5
外形外观：外观设计漂亮。\n屏幕音效：外音音效很好，声音很干净清脆。\n拍照效果：拍照效果特别棒，很清楚。\n运行速度：运行速度很快。\n待机时间：正常使用待机一天没问题。,5
外形外观：漂亮好看，拿到手里也比较轻巧，质感非常好。\n屏幕音效：屏幕显示效果好，音质好听立体声也强。\n拍照效果：拍照非常清楚，对焦也快，相片很有质感。\n运行速度：运行速度比较快，手机也不发热，是一款比较好的手机。,5
屏幕音效：哈曼卡顿，耳朵就是一种享受，屏幕显示没有的说，不对比是不知道。点赞。\n外形外观：没有拿到货物之前，小有担心，拿到之后，完全不用担心。\n拍照效果：特意跑到纪念馆去拍照，效果杠杠滴。\n运行速度：速度起飞了，坐稳。\n待机时间：长长长长\n其他特色：服务好好好,5
外形外观：外观特别漂亮，特别是白色机身，更好看！\n屏幕音效：屏幕清晰锐利！不愧是2k屏幕，音响也很震撼！不愧是哈曼卡顿！\n拍照效果：拍照速度特别快，并且清晰，还有莱卡加持！无敌\n运行速度：8+gen1运行起来很流畅，玩游戏一点都不卡，还不热！\n其他特色：充电速度特别快！120w几分钟就可以冲超级多的电！,5
外形外观：挺不错的白色挺好看\n屏幕音效：这个级别不用说都是很好的了\n拍照效果：徕卡加持日常拍照够用了\n运行速度：很快\n待机时间：符合预期120w快充充电很快\n其他特色：该有的都有了挺满意的,5
苹果11用了三年 换个安卓手机试试 目前感觉良好\n外形外观：我很喜欢大屏手机\n屏幕音效：声音清晰\n拍照效果：这个真不错\n运行速度：挺快的吧目前,5
时隔四年我又回来了！！手机很漂亮！手感不错！！屏幕更是一流！！\n外形外观：中规中矩把！比较符合我的审美观！\n屏幕音效：外放声音音质相当棒！！\n拍照效果：我用华为手机p20pro那个时候也是徕卡！相当惊艳！！\n运行速度：这个就不说了12+256还不流畅那就玩完了！！很丝滑&hellip;&hellip;,5
外形外观：外形美观\n屏幕音效：2k屏是真的清晰\n拍照效果：不经常感觉很一般\n运行速度：运行非常快\n待机时间：可以用一天吧,0
外形外观：手机蛮好看的手感也好\n\n屏幕音效：屏幕也不错很丝滑\n拍照效果：拍照夜景很强很清楚\n运行速度：不错很丝滑很流畅\n待机时间：重度使用两天三冲但充电很快大概20分钟就充满,5
外形外观：外观很棒，屏幕大小正好。支持人脸解锁。 男生单一手持着可以。\n屏幕音效：屏幕细腻。杜比音效。2K屏。\n拍照效果：莱卡大点摄像头。照相嘎嘎地。照片效果上了一个档次。\n运行速度：开机迅速，刷网页迅速。没有明显发热。希望小米手机越来越好。,5
屏幕音效：音效非常好，声音质量好\n拍照效果：清晰，逼真\n运行速度：速度非常快，不卡顿\n待机时间：待机时间长\n其他特色：充电快,5
外形外观：美观\n拍照效果：效果好\n运行速度：快\n屏幕音效：很棒\n待机时间：长\n其他特色：非常顺手,5
外形外观：简洁大方，符合以往的小米产品传统。\n屏幕音效：屏幕非常好，音效自然。\n拍照效果：效果非常不错，拍照太好看了。\n运行速度：速度太快了，玩任何游戏都不卡。\n待机时间：新机待机非常长的时间。,5
小米12S Pro 在相机硬件上和小米12 Pro 也相同，但新增了徠卡影像技术和徕卡光学镜头，成像风格上我更喜欢&ldquo;徠卡经典&rdquo;，更还原真实色彩。&ldquo;徠卡生动&rdquo;则小米的味道更浓一些，会略微提高饱和度，看起来更讨喜，无需额外处理就很出片。\n夜景很干净，成像速度快。\n我很喜欢。,5
外形外观：白色真美\n屏幕音效：屏幕2k一切清晰\n拍照效果：莱卡加持\n运行速度：飞快\n待机时间：一天\n其他特色：好,5
小米12 pro目前用下来体验感不错，挺满意的。\n外形外观：外形外观：直板手机，大屏幕， 简洁大方。\n拍照效果：莱卡?摄像头，非常清晰，色彩分辨率也很高。\n运行速度：快速流畅，不卡顿。,5
徕卡专业光学镜头\n5000万超清三主摄\nSony&rsquo;s IMX707 1/1.28&Prime; 超大底\n小米影像大脑\n第一代骁龙8+移动平台 | 动态性能调度\nWiFi 6 增强版 + LPDDR5 满血版 + UFS 3.1\n4600mAh 大电量\n2900mm2大VC液冷\n小米澎湃 P1 快充芯片｜120W 小米澎湃秒充｜\n50W 无线秒充｜10W 无线反充\n2K 超视感屏\n哈曼卡顿 立体声双扬声器\n\n通过以上参数，我们可以看出：小米12spro这次堆料是满满的诚意，新版的骁龙8+处理器，这次是台积电产，拥有动态调节功能，对比之前三星产的骁龙8系列，功耗更低，性能更强。在影像方面诚意更是满满，搭载超大底与徕卡专业光学镜头，这性能比之前小米高端旗舰系列，是有质的提升。,5
"手机收到了，非常满意。\n续航能力:很好\n拍照效果:清晰\n运行速度:畅快\n小米12spro手机,反应特别灵敏，通话音质特别好，刷视频\n特别流畅，拍照清晰，握感舒适，充电相当快！原装正品，值得信赖。",0
外形外观：微曲屏手指触摸感觉更舒适，而且显示非常清晰\n\n屏幕音效：使用杜比音效没的说\n拍照效果：与莱卡合作之后，拍照非常清晰\n\n运行速度：12G ddr5没的说,5
外形外观：外观见仁见智，其实不喜欢前置镜头居中的设计。\n屏幕音效：屏幕挺好的，虽然不如三星的旗舰，但是高刷很棒。\n拍照效果：对焦快，称片快。摄影很棒。摄像也不错。\n运行速度：不玩游戏，飞快。\n待机时间：续航真是最大的惊喜，比一直主要宣传的拍照惊艳的多。亮屏使用6个半小时肯定没问题。\n其他特色：其实消费者不需要乱七八糟的功能，续航和屏幕才气最关注的。如今性能都过剩。当然是针对不打游戏的群体说。,5
总体不错，虽然没有很好的防水，其他都很好\n充电速度:120W很快\n屏幕显示效果：2K和120Hz自适应刷新很棒\n待机时间：4600mAH电池还算可以\n外观：白色很好看,5
